MethStat	context	C	CG	CHG	CHH	CA	CC	CT	CH	CW
mean_mC 	global	0.0124	0.0287	0.0081	0.0096	0.0090	0.0114	0.0087	0.0094	0.0088
sd_mCbyChr	global	0.0274	nan	nan	nan	nan	nan	nan	nan	nan
count_C 	global	2621510	404491	290538	1924915	796461	457240	961752	2217019	1758213
contrib_mC 	global	1.0000	0.3590	0.0724	0.5676	0.2203	0.1606	0.2592	0.6410	0.4795
quant_mC 	[0]	2303122	340258	263891	1697657	712069	395165	854314	1962864	1566383
quant_mC 	(0.00,0.20]	293512	49858	25262	218171	80380	59198	103855	243654	184235
quant_mC 	(0.20,0.40]	13890	6449	965	6453	2808	2050	2560	7441	5368
quant_mC 	(0.40,0.60]	4821	3064	238	1516	693	490	571	1757	1264
quant_mC 	(0.60,0.80]	3053	2245	89	718	331	208	268	808	599
quant_mC 	(0.80,1.00]	3112	2617	93	400	180	129	184	495	364
mean_mC_byChr	Cluster_0_0	0.0616	0.0500	0.1009	0.0605	0.0722	0.0691	0.0484	0.0619	0.0556
mean_mC_byChr	Cluster_1000_0	0.0182	0.0417	0.0389	0.0153	0.0089	0.0303	0.0151	0.0171	0.0122
mean_mC_byChr	Cluster_1001_0	0.0293	0.0250	0.0478	0.0273	0.0336	0.0278	0.0287	0.0298	0.0302
mean_mC_byChr	Cluster_1002_0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1003_0	0.0036	0.0357	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1005_0	0.0064	0.0000	0.0244	0.0043	0.0159	0.0037	0.0064	0.0068	0.0085
mean_mC_byChr	Cluster_1007_0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1008_0	0.0149	0.0000	NaN	0.0157	0.0253	0.0000	0.0165	0.0157	0.0189
mean_mC_byChr	Cluster_1009_0	0.0752	NaN	NaN	0.0752	0.2000	0.0000	0.0154	0.0752	0.0846
mean_mC_byChr	Cluster_1009_1	0.0131	NaN	NaN	0.0131	0.0426	0.0000	0.0000	0.0131	0.0189
mean_mC_byChr	Cluster_1010_0	0.0000	NaN	NaN	0.0000	0.0000	NaN	NaN	0.0000	0.0000
mean_mC_byChr	Cluster_1011_0	0.0055	NaN	NaN	0.0055	0.0000	0.0000	0.0110	0.0055	0.0079
mean_mC_byChr	Cluster_1012_0	0.0153	0.0000	0.0196	0.0163	0.0056	0.0222	0.0201	0.0164	0.0143
mean_mC_byChr	Cluster_1014_0_95_0_970153	0.0000	NaN	NaN	0.0000	0.0000	NaN	NaN	0.0000	0.0000
mean_mC_byChr	Cluster_1015_0	0.0051	0.0000	0.0000	0.0057	0.0113	0.0000	0.0039	0.0054	0.0070
mean_mC_byChr	Cluster_1016_0	0.0081	NaN	NaN	0.0081	0.0152	0.0000	0.0071	0.0081	0.0101
mean_mC_byChr	Cluster_1017_0	0.0000	NaN	0.0000	0.0000	NaN	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1018_0	0.0085	0.0000	0.0256	0.0073	0.0000	0.0054	0.0127	0.0087	0.0095
mean_mC_byChr	Cluster_1019_0	0.0248	0.0000	0.0000	0.0294	0.0517	0.0455	0.0137	0.0269	0.0232
mean_mC_byChr	Cluster_101_0	0.0051	0.0000	NaN	0.0055	0.0305	0.0000	0.0000	0.0055	0.0090
mean_mC_byChr	Cluster_1020_0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1022_0	0.0000	NaN	NaN	0.0000	0.0000	NaN	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1024_0	0.0082	0.0132	0.0248	0.0049	0.0033	0.0114	0.0089	0.0074	0.0066
mean_mC_byChr	Cluster_1025_0	0.0062	0.0000	NaN	0.0066	0.0169	0.0034	0.0004	0.0066	0.0077
mean_mC_byChr	Cluster_1026_0	0.0000	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1027_0	0.0127	0.0000	0.0143	0.0133	0.0118	0.0280	0.0090	0.0135	0.0100
mean_mC_byChr	Cluster_1028_0	0.0052	0.0000	0.0000	0.0063	0.0000	0.0156	0.0000	0.0059	0.0000
mean_mC_byChr	Cluster_1029_0	0.0081	0.0000	0.0125	0.0083	0.0202	0.0028	0.0065	0.0088	0.0121
mean_mC_byChr	Cluster_102_0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1030_0	0.0005	0.0000	0.0033	0.0000	0.0014	0.0000	0.0000	0.0005	0.0007
mean_mC_byChr	Cluster_1030_1	0.0069	0.0000	NaN	0.0072	0.0167	0.0000	0.0000	0.0072	0.0111
mean_mC_byChr	Cluster_1031_0	0.0040	NaN	0.0000	0.0042	0.0084	0.0043	0.0000	0.0040	0.0038
mean_mC_byChr	Cluster_1032_0	0.0062	0.0036	0.0053	0.0071	0.0064	0.0042	0.0085	0.0069	0.0075
mean_mC_byChr	Cluster_1033_0	0.0094	0.0346	0.0030	0.0056	0.0064	0.0040	0.0048	0.0053	0.0055
mean_mC_byChr	Cluster_1034_0	0.0013	0.0000	0.0000	0.0014	0.0045	0.0000	0.0000	0.0013	0.0017
mean_mC_byChr	Cluster_1035_0	0.0198	0.0192	0.0200	0.0198	0.0130	0.0285	0.0164	0.0198	0.0155
mean_mC_byChr	Cluster_1037_0	0.0363	0.0517	NaN	0.0337	0.0069	0.0600	0.0500	0.0337	0.0284
mean_mC_byChr	Cluster_1039_0	0.0000	NaN	NaN	0.0000	0.0000	NaN	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1040_0	0.0044	0.0000	0.0063	0.0057	0.0079	0.0055	0.0052	0.0058	0.0060
mean_mC_byChr	Cluster_1041_0	0.0090	0.0000	0.0500	0.0080	0.0259	0.0000	0.0070	0.0093	0.0116
mean_mC_byChr	Cluster_1042_0	0.0000	NaN	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1044_0	0.0282	0.0000	0.0476	0.0261	0.0267	0.0000	0.0365	0.0297	0.0334
mean_mC_byChr	Cluster_1046_0	0.0079	0.0000	0.0000	0.0088	0.0189	0.0063	0.0044	0.0081	0.0089
mean_mC_byChr	Cluster_1047_0	0.0079	0.0000	0.0000	0.0096	0.0034	0.0056	0.0157	0.0083	0.0089
mean_mC_byChr	Cluster_1048_0	0.0000	NaN	NaN	0.0000	0.0000	NaN	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1049_0	0.0121	NaN	0.0000	0.0131	0.0135	0.0149	0.0066	0.0121	0.0101
mean_mC_byChr	Cluster_104_0	0.0101	0.0000	0.0215	0.0092	0.0165	0.0064	0.0118	0.0107	0.0131
mean_mC_byChr	Cluster_1050_0	0.0000	0.0000	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1051_0	0.0236	0.1548	0.0000	0.0048	0.0114	0.0067	0.0000	0.0041	0.0028
mean_mC_byChr	Cluster_1053_0	0.0000	NaN	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1054_0	0.0000	0.0000	NaN	NaN	NaN	NaN	NaN	NaN	NaN
mean_mC_byChr	Cluster_1055_0	0.0342	0.0000	0.0392	0.0370	0.0359	0.0542	0.0321	0.0373	0.0341
mean_mC_byChr	Cluster_1056_0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1057_0	0.0193	NaN	0.0000	0.0216	0.0093	0.0244	0.0219	0.0193	0.0166
mean_mC_byChr	Cluster_1059_0	0.0216	NaN	NaN	0.0216	0.0104	0.0450	0.0211	0.0216	0.0154
mean_mC_byChr	Cluster_1060_0	0.0262	0.0000	0.0196	0.0285	0.0217	0.0378	0.0266	0.0277	0.0241
mean_mC_byChr	Cluster_1060_1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1061_0	0.0087	0.0154	0.0104	0.0080	0.0102	0.0127	0.0042	0.0082	0.0066
mean_mC_byChr	Cluster_1061_1	0.0096	0.0000	0.0000	0.0104	0.0167	0.0034	0.0087	0.0102	0.0123
mean_mC_byChr	Cluster_1062_0	0.0044	NaN	0.0000	0.0046	0.0145	0.0000	0.0048	0.0044	0.0066
mean_mC_byChr	Cluster_1064_1	0.0366	0.1131	0.0966	0.0198	0.0152	0.0298	0.0382	0.0294	0.0290
mean_mC_byChr	Cluster_1065_0	0.0613	0.0000	0.0000	0.0791	0.0571	0.0433	0.1011	0.0730	0.0801
mean_mC_byChr	Cluster_1066_0	0.0068	0.0104	0.0067	0.0060	0.0060	0.0082	0.0048	0.0061	0.0053
mean_mC_byChr	Cluster_1067_0	0.0029	0.0000	0.0000	0.0034	0.0102	0.0000	0.0000	0.0030	0.0040
mean_mC_byChr	Cluster_1068_0	0.0054	0.0256	0.0000	0.0034	0.0020	0.0085	0.0000	0.0032	0.0006
mean_mC_byChr	Cluster_1069_0	0.0115	0.0000	0.0135	0.0123	0.0129	0.0050	0.0191	0.0124	0.0154
mean_mC_byChr	Cluster_106_0	0.0119	0.0393	0.0083	0.0088	0.0081	0.0100	0.0080	0.0088	0.0080
mean_mC_byChr	Cluster_1070_0	0.0093	NaN	NaN	0.0093	0.0154	NaN	0.0065	0.0093	0.0093
mean_mC_byChr	Cluster_1071_0	0.0739	0.0000	0.0000	0.0792	0.1035	0.0538	0.0846	0.0764	0.0924
mean_mC_byChr	Cluster_1071_1	0.0182	0.0227	0.0000	0.0185	0.0177	0.0255	0.0119	0.0179	0.0150
mean_mC_byChr	Cluster_1072_0	0.0110	0.0142	0.0040	0.0112	0.0108	0.0168	0.0061	0.0103	0.0078
mean_mC_byChr	Cluster_1073_0	0.0220	0.0195	0.0198	0.0233	0.0157	0.0299	0.0189	0.0227	0.0176
mean_mC_byChr	Cluster_1074_0	0.0139	0.0000	NaN	0.0147	0.0167	0.0278	0.0000	0.0147	0.0076
mean_mC_byChr	Cluster_1075_0	0.0158	0.0125	0.0000	0.0177	0.0282	0.0182	0.0114	0.0162	0.0156
mean_mC_byChr	Cluster_1076_0	0.0138	0.0159	0.0000	0.0150	0.0081	0.0114	0.0286	0.0137	0.0153
mean_mC_byChr	Cluster_1077_0	0.0132	0.0000	0.0000	0.0162	0.0181	0.0000	0.0205	0.0145	0.0194
mean_mC_byChr	Cluster_1077_1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1078_0	0.0148	0.0000	0.0107	0.0158	0.0385	0.0153	0.0096	0.0152	0.0152
mean_mC_byChr	Cluster_1079_0	0.0000	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_107_0	0.0171	NaN	0.0000	0.0176	0.0290	0.0139	0.0124	0.0171	0.0181
mean_mC_byChr	Cluster_1080_0	0.0070	0.0000	0.0101	0.0086	0.0086	0.0065	0.0110	0.0088	0.0101
mean_mC_byChr	Cluster_1081_0	0.0320	NaN	0.0537	0.0295	0.0053	0.0633	0.0283	0.0320	0.0179
mean_mC_byChr	Cluster_1082_0	0.0051	NaN	NaN	0.0051	0.0000	0.0111	0.0061	0.0051	0.0033
mean_mC_byChr	Cluster_1083_0	0.0131	0.0145	0.0087	0.0136	0.0104	0.0138	0.0144	0.0130	0.0125
mean_mC_byChr	Cluster_1084_0	0.0014	0.0000	0.0000	0.0018	0.0000	0.0000	0.0045	0.0016	0.0020
mean_mC_byChr	Cluster_1085_0	0.0102	NaN	0.0000	0.0110	0.0179	0.0000	0.0000	0.0102	0.0110
mean_mC_byChr	Cluster_1087_0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NaN	0.0000	0.0000
mean_mC_byChr	Cluster_1088_0	0.0097	0.0000	0.0000	0.0112	0.0114	0.0087	0.0109	0.0105	0.0111
mean_mC_byChr	Cluster_1090_0	0.0775	0.0000	0.0329	0.0997	0.4483	0.0249	0.0457	0.0910	0.1263
mean_mC_byChr	Cluster_1091_0	0.0000	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1093_0	0.0000	NaN	NaN	0.0000	0.0000	NaN	NaN	0.0000	0.0000
mean_mC_byChr	Cluster_1094_0	0.0208	0.0000	0.0000	0.0227	0.0371	0.0151	0.0205	0.0217	0.0269
mean_mC_byChr	Cluster_1095_0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1096_1	0.0000	0.0000	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1098_0	0.0129	0.0238	0.0297	0.0097	0.0042	0.0207	0.0125	0.0121	0.0094
mean_mC_byChr	Cluster_1099_0	0.0122	NaN	0.0000	0.0128	0.0076	0.0076	0.0179	0.0122	0.0140
mean_mC_byChr	Cluster_10_0_61_0_953487	0.0000	NaN	NaN	0.0000	0.0000	NaN	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1100_0	0.0155	0.0000	0.0000	0.0173	0.0405	0.0139	0.0056	0.0161	0.0167
mean_mC_byChr	Cluster_1101_0	0.0113	0.0060	0.0175	0.0125	0.0245	0.0086	0.0111	0.0131	0.0162
mean_mC_byChr	Cluster_1102_0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1103_0	0.0000	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1105_0	0.0068	0.0152	0.0006	0.0063	0.0048	0.0043	0.0071	0.0054	0.0058
mean_mC_byChr	Cluster_1106_0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1107_0	0.0105	0.0000	0.0000	0.0115	0.0050	0.0065	0.0152	0.0107	0.0121
mean_mC_byChr	Cluster_1108_0	0.0006	0.0000	0.0022	0.0006	0.0033	0.0000	0.0005	0.0007	0.0011
mean_mC_byChr	Cluster_1108_1	0.0179	NaN	0.0714	0.0000	0.0000	0.0000	0.0357	0.0179	0.0238
mean_mC_byChr	Cluster_1109_0	0.0375	0.0453	NaN	0.0360	0.0441	0.0200	0.0391	0.0360	0.0410
mean_mC_byChr	Cluster_110_0	0.0279	0.0000	0.0196	0.0294	0.0747	0.0148	0.0268	0.0287	0.0364
mean_mC_byChr	Cluster_1110_0	0.0058	0.0100	0.0057	0.0044	0.0040	0.0010	0.0053	0.0046	0.0049
mean_mC_byChr	Cluster_1111_0	0.0105	NaN	0.0000	0.0112	0.0000	0.0420	0.0000	0.0105	0.0000
mean_mC_byChr	Cluster_1112_0	0.0015	0.0000	0.0000	0.0019	0.0000	0.0083	0.0000	0.0016	0.0000
mean_mC_byChr	Cluster_1113_0	0.0153	0.0000	0.0000	0.0173	0.0000	0.0010	0.0412	0.0164	0.0247
mean_mC_byChr	Cluster_1114_0	0.0046	0.0000	NaN	0.0056	0.0093	0.0000	0.0000	0.0056	0.0060
mean_mC_byChr	Cluster_1116_0	0.0539	NaN	0.0000	0.0637	0.0294	0.0649	0.0470	0.0539	0.0411
mean_mC_byChr	Cluster_1117_0	0.0036	0.0000	0.0000	0.0042	0.0041	0.0015	0.0063	0.0039	0.0050
mean_mC_byChr	Cluster_1118_0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_111_0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1120_0	0.0346	NaN	NaN	0.0346	0.0352	0.0305	0.0395	0.0346	0.0377
mean_mC_byChr	Cluster_1121_0	0.0018	0.0013	0.0012	0.0022	0.0024	0.0016	0.0016	0.0020	0.0020
mean_mC_byChr	Cluster_1122_0	0.0173	0.0000	0.0000	0.0188	0.0279	0.0200	0.0000	0.0178	0.0174
mean_mC_byChr	Cluster_1122_1	0.0868	0.1742	0.0000	0.0824	0.0684	0.1586	0.0000	0.0766	0.0518
mean_mC_byChr	Cluster_1124_0	0.0045	0.0083	0.0000	0.0035	0.0000	0.0000	0.0076	0.0033	0.0042
mean_mC_byChr	Cluster_1125_0	0.0010	0.0000	0.0049	0.0000	0.0000	0.0039	0.0000	0.0014	0.0000
mean_mC_byChr	Cluster_1126_0	0.0012	0.0000	0.0014	0.0014	0.0019	0.0000	0.0010	0.0014	0.0015
mean_mC_byChr	Cluster_1127_0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1128_0	0.0099	0.0049	0.0180	0.0104	0.0114	0.0104	0.0121	0.0115	0.0119
mean_mC_byChr	Cluster_1129_0	0.0385	0.0038	0.0000	0.0441	0.0556	0.0699	0.0195	0.0432	0.0343
mean_mC_byChr	Cluster_112_0	0.0195	0.0000	0.0133	0.0209	0.0203	0.0071	0.0277	0.0202	0.0241
mean_mC_byChr	Cluster_1130_0	0.0142	0.0303	0.0000	0.0138	0.0194	0.0208	0.0000	0.0112	0.0090
mean_mC_byChr	Cluster_1131_0	0.0088	0.0000	0.0000	0.0108	0.0156	0.0000	0.0102	0.0096	0.0125
mean_mC_byChr	Cluster_1132_0	0.0649	0.0000	0.2105	0.0521	0.0099	0.1500	0.0714	0.0669	0.0477
mean_mC_byChr	Cluster_1134_0	0.0084	0.0076	0.0192	0.0075	0.0000	0.0202	0.0080	0.0085	0.0049
mean_mC_byChr	Cluster_1135_0	0.0136	0.0123	0.0000	0.0143	0.0230	0.0097	0.0078	0.0136	0.0147
mean_mC_byChr	Cluster_1136_0	0.0064	0.0121	0.0000	0.0053	0.0045	0.0000	0.0076	0.0049	0.0065
mean_mC_byChr	Cluster_1137_0	0.0110	0.0000	0.0000	0.0128	0.0200	0.0045	0.0104	0.0119	0.0143
mean_mC_byChr	Cluster_1138_0	0.0061	NaN	0.0000	0.0065	0.0100	0.0073	0.0042	0.0061	0.0054
mean_mC_byChr	Cluster_1139_0	0.0035	0.0038	0.0040	0.0033	0.0022	0.0021	0.0050	0.0034	0.0039
mean_mC_byChr	Cluster_1139_1	0.0000	0.0000	NaN	0.0000	0.0000	NaN	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1140_0	0.0240	0.0000	0.0000	0.0325	0.0503	0.0111	0.0230	0.0276	0.0347
mean_mC_byChr	Cluster_1141_0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1143_0	0.0310	0.0000	0.0000	0.0339	0.0647	0.0205	0.0304	0.0319	0.0465
mean_mC_byChr	Cluster_1143_1	0.0616	NaN	NaN	0.0616	0.0728	0.0572	0.0576	0.0616	0.0656
mean_mC_byChr	Cluster_1144_0	0.0144	NaN	NaN	0.0144	0.0178	0.0085	0.0132	0.0144	0.0166
mean_mC_byChr	Cluster_1146_0	0.0117	NaN	0.1053	0.0062	0.0088	0.0105	0.0150	0.0117	0.0121
mean_mC_byChr	Cluster_1147_0	0.0123	0.0000	0.0200	0.0117	0.0000	0.0000	0.0239	0.0132	0.0174
mean_mC_byChr	Cluster_1148_0	0.0058	0.0041	0.0000	0.0069	0.0068	0.0047	0.0073	0.0066	0.0070
mean_mC_byChr	Cluster_114_0	0.0000	0.0000	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_114_1	0.0278	NaN	NaN	0.0278	NaN	0.0000	0.0417	0.0278	0.0417
mean_mC_byChr	Cluster_1150_0	0.0111	0.0030	0.0065	0.0128	0.0233	0.0100	0.0087	0.0120	0.0132
mean_mC_byChr	Cluster_1151_0	0.0150	NaN	NaN	0.0150	0.0451	0.0000	0.0000	0.0150	0.0164
mean_mC_byChr	Cluster_1152_0	0.0053	0.0100	0.0000	0.0046	0.0185	0.0000	0.0000	0.0040	0.0062
mean_mC_byChr	Cluster_1153_0	0.0000	0.0000	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1154_0	0.0169	0.0000	0.0000	0.0196	0.0201	0.0000	0.0455	0.0186	0.0233
mean_mC_byChr	Cluster_1157_0_58_0_982763	0.0488	0.3638	0.0000	0.0082	0.0076	0.0179	0.0049	0.0072	0.0063
mean_mC_byChr	Cluster_1158_0	0.0138	0.0066	0.0284	0.0144	0.0197	0.0213	0.0118	0.0161	0.0136
mean_mC_byChr	Cluster_1159_0	0.0055	0.0068	0.0132	0.0035	0.0047	0.0074	0.0043	0.0051	0.0045
mean_mC_byChr	Cluster_1159_1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1159_2	0.0236	0.0039	0.0000	0.0384	0.0400	0.0165	0.0264	0.0286	0.0338
mean_mC_byChr	Cluster_115_0	0.0251	0.0000	0.0364	0.0249	0.0214	0.0312	0.0297	0.0278	0.0264
mean_mC_byChr	Cluster_115_1	0.0195	0.0000	0.0513	0.0170	0.0000	0.0156	0.0351	0.0227	0.0263
mean_mC_byChr	Cluster_1161_0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1162_0_98_0_954591	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1164_0	0.0038	0.0000	0.0000	0.0048	0.0000	0.0091	0.0000	0.0042	0.0000
mean_mC_byChr	Cluster_1165_0	0.0065	NaN	0.0000	0.0091	0.0000	0.0000	0.0114	0.0065	0.0076
mean_mC_byChr	Cluster_1166_0	0.0000	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1168_0	0.0764	0.0000	0.0000	0.0846	0.1036	0.0079	0.1065	0.0824	0.1055
mean_mC_byChr	Cluster_1169_0	0.0045	0.0073	0.0000	0.0045	0.0097	0.0000	0.0000	0.0036	0.0050
mean_mC_byChr	Cluster_116_0	0.0060	NaN	0.0000	0.0063	0.0125	0.0125	0.0000	0.0060	0.0039
mean_mC_byChr	Cluster_1170_0	0.0138	0.0000	0.0435	0.0131	0.0107	0.0161	0.0166	0.0145	0.0140
mean_mC_byChr	Cluster_1171_0	0.0362	0.0000	NaN	0.0374	0.0393	0.0204	0.0479	0.0374	0.0426
mean_mC_byChr	Cluster_1172_0	0.0206	0.0303	0.0000	0.0204	0.0284	0.0234	0.0142	0.0199	0.0182
mean_mC_byChr	Cluster_1173_0	0.0000	NaN	0.0000	0.0000	0.0000	NaN	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1173_1	0.0000	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1174_0	0.0298	0.0000	0.0000	0.0418	0.0545	NaN	0.0152	0.0348	0.0348
mean_mC_byChr	Cluster_1175_0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1176_0	0.0049	0.0054	0.0000	0.0051	0.0086	0.0000	0.0055	0.0049	0.0069
mean_mC_byChr	Cluster_1177_0	0.0167	0.0000	0.0085	0.0197	0.0185	0.0167	0.0188	0.0181	0.0186
mean_mC_byChr	Cluster_1178_0	0.0219	NaN	0.0000	0.0243	0.0351	0.0367	0.0048	0.0219	0.0169
mean_mC_byChr	Cluster_1178_1	0.0057	NaN	0.0000	0.0060	0.0066	0.0019	0.0066	0.0057	0.0066
mean_mC_byChr	Cluster_1178_4	0.0088	0.0000	0.0417	0.0032	0.0060	0.0000	0.0152	0.0092	0.0104
mean_mC_byChr	Cluster_1178_5	0.0090	0.0000	0.0588	0.0076	0.0167	0.0000	0.0122	0.0098	0.0133
mean_mC_byChr	Cluster_1178_6	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1179_0	0.0472	0.3858	0.0189	0.0106	0.0076	0.0053	0.0176	0.0114	0.0124
mean_mC_byChr	Cluster_117_0	0.0535	0.0526	0.0000	0.0549	0.1010	0.0465	0.0379	0.0535	0.0581
mean_mC_byChr	Cluster_1181_0	0.0040	0.0250	NaN	0.0024	0.0032	0.0000	0.0042	0.0024	0.0037
mean_mC_byChr	Cluster_1182_0	0.0876	0.0000	0.0000	0.1051	0.1154	0.1000	0.0714	0.0928	0.0897
mean_mC_byChr	Cluster_1184_0	0.0041	0.0025	0.0073	0.0040	0.0035	0.0024	0.0063	0.0044	0.0048
mean_mC_byChr	Cluster_1186_0	0.0027	0.0000	0.0385	0.0007	0.0000	0.0000	0.0066	0.0029	0.0041
mean_mC_byChr	Cluster_1187_0	0.0126	0.0588	0.0185	0.0107	0.0221	0.0110	0.0073	0.0111	0.0111
mean_mC_byChr	Cluster_1188_0	0.0044	0.0100	0.0000	0.0046	0.0037	0.0030	0.0046	0.0037	0.0041
mean_mC_byChr	Cluster_1189_0	0.0141	0.0000	0.0091	0.0154	0.0128	0.0091	0.0171	0.0143	0.0155
mean_mC_byChr	Cluster_1190_0	0.0175	0.0105	0.0000	0.0190	0.0325	0.0000	0.0106	0.0185	0.0231
mean_mC_byChr	Cluster_1191_0	0.0204	0.0354	0.0000	0.0197	0.0192	0.0059	0.0268	0.0187	0.0239
mean_mC_byChr	Cluster_1192_0	0.0145	0.0000	0.0000	0.0171	0.0636	0.0167	0.0000	0.0153	0.0147
mean_mC_byChr	Cluster_1193_0_41_0_974595	0.0047	0.0147	0.0000	0.0043	0.0029	0.0000	0.0065	0.0042	0.0046
mean_mC_byChr	Cluster_1194_0	0.0263	0.0000	0.0000	0.0307	0.0261	0.0476	0.0233	0.0283	0.0248
mean_mC_byChr	Cluster_1195_0	0.0150	0.0072	0.0076	0.0194	0.0147	0.0226	0.0163	0.0174	0.0157
mean_mC_byChr	Cluster_1196_0	0.0038	0.0000	0.0000	0.0053	0.0143	0.0000	0.0000	0.0043	0.0059
mean_mC_byChr	Cluster_1197_0	0.0094	0.0175	NaN	0.0084	0.0062	0.0147	0.0075	0.0084	0.0071
mean_mC_byChr	Cluster_1198_0	0.0038	0.0000	0.0066	0.0040	0.0066	0.0013	0.0041	0.0043	0.0053
mean_mC_byChr	Cluster_1199_0	0.0625	NaN	NaN	0.0625	0.0625	0.0625	NaN	0.0625	0.0625
mean_mC_byChr	Cluster_119_0	0.0325	0.0163	0.0271	0.0338	0.0329	0.0336	0.0333	0.0333	0.0331
mean_mC_byChr	Cluster_11_0	0.0168	NaN	0.0000	0.0176	0.0565	0.0000	0.0231	0.0168	0.0352
mean_mC_byChr	Cluster_1200_0	0.0338	0.0000	0.0109	0.0373	0.0418	0.0702	0.0157	0.0357	0.0262
mean_mC_byChr	Cluster_1201_0	0.0201	0.0185	0.0185	0.0204	0.0638	0.0098	0.0101	0.0203	0.0250
mean_mC_byChr	Cluster_1202_0	0.0093	NaN	0.0000	0.0107	0.0228	0.0063	0.0043	0.0093	0.0098
mean_mC_byChr	Cluster_1203_0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1204_0	0.0189	0.0000	0.0000	0.0215	0.0660	0.0000	0.0089	0.0206	0.0225
mean_mC_byChr	Cluster_1205_0	0.0000	0.0000	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
