MethStat	context	C	CG	CHG	CHH	CA	CC	CT	CH	CW
mean_mC_byChr	Cluster_917_28131	0.0000	NaN	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_28132	0.0031	0.0027	0.0013	0.0035	0.0032	0.0016	0.0040	0.0032	0.0035
mean_mC_byChr	Cluster_917_28133_76_0_97165	0.0046	0.0028	0.0000	0.0057	0.0073	0.0031	0.0044	0.0051	0.0059
mean_mC_byChr	Cluster_917_28134	0.0345	0.1916	0.0009	0.0046	0.0040	0.0030	0.0044	0.0041	0.0042
mean_mC_byChr	Cluster_917_28135	0.0276	0.2469	0.0000	0.0009	0.0018	0.0000	0.0000	0.0007	0.0009
mean_mC_byChr	Cluster_917_28136	0.0028	0.0022	0.0019	0.0033	0.0022	0.0009	0.0049	0.0030	0.0035
mean_mC_byChr	Cluster_917_28137	0.0154	NaN	NaN	0.0154	0.0000	NaN	0.0256	0.0154	0.0154
mean_mC_byChr	Cluster_917_28138	0.0027	0.0104	0.0000	0.0023	0.0056	0.0000	0.0000	0.0020	0.0023
mean_mC_byChr	Cluster_917_2814	0.0036	0.0063	0.0167	0.0000	0.0063	0.0000	0.0000	0.0026	0.0033
mean_mC_byChr	Cluster_917_28140	0.0076	0.0000	0.0000	0.0078	0.0111	0.0049	0.0081	0.0077	0.0084
mean_mC_byChr	Cluster_917_28141	0.0326	0.0000	0.0000	0.0339	0.0355	0.0361	0.0319	0.0335	0.0324
mean_mC_byChr	Cluster_917_28143	0.0169	0.0455	0.0000	0.0161	0.0250	0.0155	0.0150	0.0158	0.0159
mean_mC_byChr	Cluster_917_28144	0.0013	0.0011	0.0014	0.0014	0.0013	0.0015	0.0014	0.0014	0.0013
mean_mC_byChr	Cluster_917_28145	0.0167	0.2429	0.0000	0.0099	0.0137	0.0082	0.0084	0.0095	0.0098
mean_mC_byChr	Cluster_917_28147	0.0055	0.0027	0.0031	0.0069	0.0037	0.0089	0.0073	0.0063	0.0057
mean_mC_byChr	Cluster_917_28149	0.0130	0.0086	0.0108	0.0141	0.0038	0.0262	0.0141	0.0136	0.0103
mean_mC_byChr	Cluster_917_2815	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_28150	0.0317	0.3238	0.0143	0.0049	0.0132	0.0048	0.0018	0.0067	0.0071
mean_mC_byChr	Cluster_917_28151	0.0154	NaN	0.0227	0.0141	0.0000	0.0385	0.0154	0.0154	0.0114
mean_mC_byChr	Cluster_917_28152	0.0050	0.0025	0.0041	0.0065	0.0020	0.0108	0.0054	0.0061	0.0042
mean_mC_byChr	Cluster_917_28153	0.0055	0.0042	0.0082	0.0053	0.0013	0.0148	0.0036	0.0062	0.0026
mean_mC_byChr	Cluster_917_28154	0.0166	0.0556	NaN	0.0136	0.0441	0.0000	0.0000	0.0136	0.0176
mean_mC_byChr	Cluster_917_28155	0.0022	0.0022	0.0000	0.0024	0.0021	0.0033	0.0015	0.0022	0.0017
mean_mC_byChr	Cluster_917_28157	0.0064	0.0073	0.0067	0.0061	0.0065	0.0073	0.0055	0.0062	0.0058
mean_mC_byChr	Cluster_917_28160	0.0153	0.0759	0.0051	0.0034	0.0045	0.0024	0.0032	0.0036	0.0039
mean_mC_byChr	Cluster_917_28161	0.0010	0.0000	0.0020	0.0012	0.0036	0.0000	0.0018	0.0014	0.0025
mean_mC_byChr	Cluster_917_28162	0.0026	0.0015	0.0042	0.0027	0.0017	0.0055	0.0028	0.0031	0.0022
mean_mC_byChr	Cluster_917_28164	0.0213	0.0919	0.0038	0.0077	0.0042	0.0087	0.0091	0.0070	0.0066
mean_mC_byChr	Cluster_917_28165	0.0038	0.0025	0.0063	0.0039	0.0036	0.0048	0.0046	0.0043	0.0042
mean_mC_byChr	Cluster_917_28166	0.0035	0.0014	0.0025	0.0057	0.0042	0.0058	0.0053	0.0050	0.0047
mean_mC_byChr	Cluster_917_28167_64_0_95285	0.0022	0.0013	0.0031	0.0023	0.0040	0.0004	0.0015	0.0024	0.0026
mean_mC_byChr	Cluster_917_28168	0.0061	0.0041	0.0105	0.0061	0.0048	0.0114	0.0053	0.0073	0.0051
mean_mC_byChr	Cluster_917_28169	0.0043	0.0000	0.0000	0.0071	0.0057	0.0000	0.0075	0.0059	0.0068
mean_mC_byChr	Cluster_917_28171	0.0084	NaN	0.0000	0.0098	0.0000	0.0196	0.0000	0.0084	0.0000
mean_mC_byChr	Cluster_917_28173	0.0028	0.0031	0.0032	0.0025	0.0029	0.0014	0.0032	0.0027	0.0030
mean_mC_byChr	Cluster_917_28174	0.0031	0.0000	0.0059	0.0039	0.0053	0.0000	0.0047	0.0041	0.0050
mean_mC_byChr	Cluster_917_28176	0.0022	0.0029	0.0038	0.0011	0.0009	0.0000	0.0038	0.0019	0.0025
mean_mC_byChr	Cluster_917_28178	0.0074	0.0025	0.0000	0.0108	0.0307	0.0047	0.0049	0.0097	0.0124
mean_mC_byChr	Cluster_917_28179	0.0008	0.0000	0.0000	0.0012	0.0024	0.0000	0.0000	0.0010	0.0012
mean_mC_byChr	Cluster_917_28180	0.0021	0.0000	0.0000	0.0044	0.0087	0.0000	0.0000	0.0034	0.0048
mean_mC_byChr	Cluster_917_28182	0.0026	0.0025	0.0013	0.0030	0.0040	0.0016	0.0019	0.0026	0.0030
mean_mC_byChr	Cluster_917_28183	0.0130	0.0556	0.0000	0.0100	0.0000	0.0333	0.0000	0.0091	0.0000
mean_mC_byChr	Cluster_917_28185	0.0000	NaN	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_28188	0.0306	0.2418	0.0000	0.0020	0.0048	0.0000	0.0000	0.0017	0.0024
mean_mC_byChr	Cluster_917_28190	0.0037	0.0034	0.0031	0.0041	0.0000	0.0043	0.0052	0.0039	0.0037
mean_mC_byChr	Cluster_917_28191	0.0087	0.0294	0.0147	0.0064	0.0096	0.0147	0.0029	0.0074	0.0051
mean_mC_byChr	Cluster_917_28194	0.0029	0.0000	0.0000	0.0053	0.0083	0.0000	0.0026	0.0040	0.0048
mean_mC_byChr	Cluster_917_28196	0.0028	0.0017	0.0027	0.0033	0.0036	0.0030	0.0029	0.0032	0.0033
mean_mC_byChr	Cluster_917_28197	0.0085	0.0035	0.0000	0.0105	0.0105	0.0125	0.0080	0.0095	0.0088
mean_mC_byChr	Cluster_917_28198	0.0020	0.0020	0.0005	0.0025	0.0019	0.0042	0.0004	0.0020	0.0012
mean_mC_byChr	Cluster_917_28199	0.0139	0.0910	0.0018	0.0028	0.0037	0.0012	0.0019	0.0027	0.0029
mean_mC_byChr	Cluster_917_282	0.0043	0.0039	0.0067	0.0036	0.0052	0.0070	0.0020	0.0044	0.0038
mean_mC_byChr	Cluster_917_28200	0.0135	0.0699	0.0017	0.0044	0.0051	0.0020	0.0034	0.0039	0.0043
mean_mC_byChr	Cluster_917_28201	0.0195	0.0403	0.0000	0.0202	0.0233	0.0000	0.0184	0.0185	0.0210
mean_mC_byChr	Cluster_917_28202	0.0016	0.0039	0.0020	0.0009	0.0010	0.0022	0.0009	0.0011	0.0009
mean_mC_byChr	Cluster_917_28203	0.0181	0.1874	0.0027	0.0042	0.0038	0.0057	0.0034	0.0040	0.0036
mean_mC_byChr	Cluster_917_28204	0.0015	0.0000	0.0037	0.0012	0.0025	0.0000	0.0018	0.0017	0.0021
mean_mC_byChr	Cluster_917_28205	0.0025	0.0028	0.0017	0.0026	0.0028	0.0027	0.0018	0.0024	0.0023
mean_mC_byChr	Cluster_917_28206	0.0043	0.0038	0.0033	0.0048	0.0065	0.0044	0.0029	0.0046	0.0046
mean_mC_byChr	Cluster_917_28207	0.0046	0.0455	0.0071	0.0030	0.0031	0.0000	0.0059	0.0038	0.0045
mean_mC_byChr	Cluster_917_28209	0.0022	0.0000	0.0000	0.0025	0.0000	0.0105	0.0015	0.0023	0.0014
mean_mC_byChr	Cluster_917_28210	0.0491	0.2645	0.0068	0.0103	0.0125	0.0101	0.0060	0.0098	0.0097
mean_mC_byChr	Cluster_917_28211	0.0066	0.0046	0.0089	0.0072	0.0066	0.0081	0.0076	0.0075	0.0072
mean_mC_byChr	Cluster_917_28212	0.0031	0.0018	0.0035	0.0033	0.0035	0.0030	0.0034	0.0033	0.0034
mean_mC_byChr	Cluster_917_28215	0.0019	0.0029	0.0028	0.0013	0.0012	0.0015	0.0019	0.0015	0.0016
mean_mC_byChr	Cluster_917_28216	0.0050	0.0160	0.0019	0.0030	0.0036	0.0035	0.0015	0.0029	0.0027
mean_mC_byChr	Cluster_917_28218	0.0000	NaN	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_28219	0.0093	0.0000	0.0000	0.0119	NaN	0.0278	0.0000	0.0104	0.0000
mean_mC_byChr	Cluster_917_28222	0.0134	0.1859	0.0118	0.0013	0.0027	0.0000	0.0028	0.0024	0.0027
mean_mC_byChr	Cluster_917_28223	0.0041	0.0152	0.0035	0.0027	0.0033	0.0032	0.0020	0.0028	0.0027
mean_mC_byChr	Cluster_917_28224	0.0061	0.0373	0.0000	0.0019	0.0030	0.0000	0.0000	0.0016	0.0018
mean_mC_byChr	Cluster_917_28225	0.0010	0.0012	0.0000	0.0011	0.0000	0.0000	0.0018	0.0009	0.0010
mean_mC_byChr	Cluster_917_28226	0.0042	0.0045	0.0045	0.0039	0.0046	0.0045	0.0029	0.0040	0.0038
mean_mC_byChr	Cluster_917_28227	0.0047	0.0027	0.0070	0.0054	0.0043	0.0096	0.0044	0.0056	0.0043
mean_mC_byChr	Cluster_917_28228	0.0028	0.0019	0.0008	0.0034	0.0034	0.0035	0.0023	0.0030	0.0029
mean_mC_byChr	Cluster_917_28230	0.0015	0.0025	0.0000	0.0014	0.0000	0.0000	0.0035	0.0012	0.0016
mean_mC_byChr	Cluster_917_28232	0.0071	0.0000	0.0000	0.0125	0.0500	0.0000	0.0000	0.0100	0.0200
mean_mC_byChr	Cluster_917_28233	0.0057	0.0155	0.0049	0.0021	0.0030	0.0013	0.0030	0.0027	0.0030
mean_mC_byChr	Cluster_917_28234	0.0032	0.0022	0.0113	0.0028	0.0071	0.0043	0.0003	0.0036	0.0035
mean_mC_byChr	Cluster_917_28235	0.0021	0.0013	0.0037	0.0019	0.0027	0.0025	0.0022	0.0024	0.0024
mean_mC_byChr	Cluster_917_28236	0.0023	0.0018	0.0013	0.0027	0.0019	0.0026	0.0029	0.0025	0.0024
mean_mC_byChr	Cluster_917_28237	0.0021	0.0030	0.0000	0.0022	0.0022	0.0021	0.0013	0.0018	0.0018
mean_mC_byChr	Cluster_917_28238	0.0043	0.0031	0.0028	0.0057	0.0046	0.0027	0.0073	0.0051	0.0059
mean_mC_byChr	Cluster_917_28239	0.0175	0.0945	0.0021	0.0039	0.0039	0.0014	0.0040	0.0035	0.0040
mean_mC_byChr	Cluster_917_28240	0.0168	0.0667	0.0132	0.0115	0.0229	0.0000	0.0075	0.0118	0.0157
mean_mC_byChr	Cluster_917_28241	0.0026	0.0013	0.0000	0.0039	0.0040	0.0034	0.0023	0.0032	0.0032
mean_mC_byChr	Cluster_917_28242	0.0018	0.0000	0.0039	0.0019	0.0036	0.0021	0.0007	0.0023	0.0023
mean_mC_byChr	Cluster_917_28243	0.0346	NaN	NaN	0.0346	0.1385	NaN	0.0000	0.0346	0.0346
mean_mC_byChr	Cluster_917_28244	0.0009	0.0000	0.0000	0.0019	0.0000	0.0000	0.0035	0.0015	0.0019
mean_mC_byChr	Cluster_917_28245	0.0237	0.0224	0.0044	0.0258	0.0000	0.0388	0.0186	0.0239	0.0161
mean_mC_byChr	Cluster_917_28246	0.0045	0.0000	0.0000	0.0064	0.0073	0.0000	0.0057	0.0055	0.0065
mean_mC_byChr	Cluster_917_28247	0.0033	0.0061	0.0000	0.0026	0.0009	0.0099	0.0023	0.0024	0.0016
mean_mC_byChr	Cluster_917_28248	0.0041	0.0044	0.0016	0.0042	0.0047	0.0025	0.0039	0.0039	0.0042
mean_mC_byChr	Cluster_917_2825	0.0041	0.0018	0.0000	0.0054	0.0060	0.0060	0.0020	0.0047	0.0044
mean_mC_byChr	Cluster_917_28250	0.0158	0.0000	NaN	0.0167	0.0175	0.0435	0.0123	0.0167	0.0133
mean_mC_byChr	Cluster_917_28251	0.0021	0.0021	0.0017	0.0022	0.0025	0.0000	0.0028	0.0021	0.0026
mean_mC_byChr	Cluster_917_28252	0.0176	0.0588	NaN	0.0149	0.0417	0.0697	0.0000	0.0149	0.0064
mean_mC_byChr	Cluster_917_28253	0.0074	0.0063	0.0000	0.0093	0.0033	0.0134	0.0072	0.0078	0.0057
mean_mC_byChr	Cluster_917_28256	0.0018	0.0017	0.0061	0.0009	0.0025	0.0012	0.0014	0.0018	0.0019
mean_mC_byChr	Cluster_917_28258	0.0025	0.0020	0.0016	0.0028	0.0019	0.0010	0.0041	0.0026	0.0030
mean_mC_byChr	Cluster_917_28259	0.0219	0.1121	0.0000	0.0047	0.0084	0.0000	0.0059	0.0044	0.0068
mean_mC_byChr	Cluster_917_2826	0.0042	0.0154	0.0130	0.0000	0.0000	0.0000	0.0065	0.0026	0.0032
mean_mC_byChr	Cluster_917_28260	0.0057	0.0135	0.0063	0.0027	0.0043	0.0000	0.0038	0.0034	0.0041
mean_mC_byChr	Cluster_917_28261	0.1171	0.6229	0.0018	0.0089	0.0136	0.0000	0.0057	0.0075	0.0088
mean_mC_byChr	Cluster_917_28263	0.0018	0.0000	0.0000	0.0019	0.0154	0.0000	0.0000	0.0018	0.0021
mean_mC_byChr	Cluster_917_28264	0.0083	0.0000	0.0000	0.0125	NaN	0.0000	0.0500	0.0100	0.0500
mean_mC_byChr	Cluster_917_28265	0.0040	0.0094	0.0025	0.0033	0.0034	0.0027	0.0031	0.0032	0.0033
mean_mC_byChr	Cluster_917_28266	0.0034	0.0069	0.0019	0.0030	0.0032	0.0026	0.0025	0.0028	0.0029
mean_mC_byChr	Cluster_917_28267	0.0056	0.0239	0.0026	0.0026	0.0022	0.0010	0.0045	0.0026	0.0033
mean_mC_byChr	Cluster_917_28268	0.0044	0.0115	0.0031	0.0023	0.0030	0.0022	0.0022	0.0025	0.0026
mean_mC_byChr	Cluster_917_28269	0.0244	0.1503	0.0021	0.0042	0.0035	0.0048	0.0038	0.0039	0.0036
mean_mC_byChr	Cluster_917_28270	0.0024	0.0000	0.0076	0.0026	0.0067	0.0040	0.0000	0.0037	0.0036
mean_mC_byChr	Cluster_917_28271	0.0012	0.0052	0.0000	0.0008	0.0015	0.0000	0.0000	0.0007	0.0008
mean_mC_byChr	Cluster_917_28272	0.0006	0.0029	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_28273	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_28274	0.0023	0.0008	0.0019	0.0030	0.0043	0.0018	0.0005	0.0026	0.0028
mean_mC_byChr	Cluster_917_28275	0.0029	0.0047	0.0010	0.0026	0.0021	0.0033	0.0021	0.0023	0.0021
mean_mC_byChr	Cluster_917_28276	0.0113	0.0577	0.0024	0.0028	0.0033	0.0021	0.0024	0.0027	0.0029
mean_mC_byChr	Cluster_917_28277	0.0064	0.0074	0.0018	0.0070	0.0047	0.0099	0.0043	0.0059	0.0045
mean_mC_byChr	Cluster_917_28278	0.0242	0.1710	0.0055	0.0083	0.0060	0.0046	0.0121	0.0079	0.0088
mean_mC_byChr	Cluster_917_28279	0.0181	0.0882	0.0042	0.0051	0.0067	0.0027	0.0040	0.0049	0.0054
mean_mC_byChr	Cluster_917_2828	0.0018	0.0062	0.0000	0.0007	0.0000	0.0000	0.0019	0.0007	0.0009
mean_mC_byChr	Cluster_917_28280	0.0029	0.0020	0.0050	0.0029	0.0043	0.0043	0.0017	0.0032	0.0030
mean_mC_byChr	Cluster_917_28281	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_28282	0.0040	0.0026	0.0034	0.0047	0.0044	0.0060	0.0034	0.0044	0.0038
mean_mC_byChr	Cluster_917_28283	0.0200	NaN	NaN	0.0200	NaN	NaN	0.0200	0.0200	0.0200
mean_mC_byChr	Cluster_917_28284	0.0238	0.1209	0.0000	0.0113	0.0022	0.0000	0.0184	0.0093	0.0098
mean_mC_byChr	Cluster_917_28286	0.0020	0.0017	0.0021	0.0022	0.0029	0.0019	0.0016	0.0022	0.0023
mean_mC_byChr	Cluster_917_28287	0.0026	0.0025	0.0041	0.0023	0.0025	0.0017	0.0030	0.0026	0.0028
mean_mC_byChr	Cluster_917_28291	0.0020	0.0016	0.0008	0.0025	0.0022	0.0029	0.0016	0.0022	0.0019
mean_mC_byChr	Cluster_917_28292	0.0023	0.0022	0.0027	0.0023	0.0027	0.0023	0.0022	0.0024	0.0024
mean_mC_byChr	Cluster_917_28293	0.0032	0.0021	0.0045	0.0032	0.0040	0.0030	0.0031	0.0034	0.0036
mean_mC_byChr	Cluster_917_28294	0.0029	0.0099	0.0000	0.0022	0.0000	0.0000	0.0039	0.0018	0.0022
mean_mC_byChr	Cluster_917_28295	0.0031	0.0054	NaN	0.0024	0.0000	0.0000	0.0045	0.0024	0.0036
mean_mC_byChr	Cluster_917_28296	0.0036	0.0003	0.0060	0.0039	0.0055	0.0028	0.0039	0.0043	0.0048
mean_mC_byChr	Cluster_917_28297	0.0000	0.0000	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_28298	0.0026	0.0033	0.0025	0.0025	0.0034	0.0014	0.0021	0.0025	0.0028
mean_mC_byChr	Cluster_917_283	0.0000	NaN	0.0000	0.0000	NaN	NaN	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_28301	0.0018	0.0017	0.0008	0.0020	0.0017	0.0025	0.0016	0.0018	0.0016
mean_mC_byChr	Cluster_917_28303	0.0010	0.0008	0.0000	0.0012	0.0016	0.0000	0.0009	0.0010	0.0012
mean_mC_byChr	Cluster_917_28304	0.0089	0.0260	0.0000	0.0068	0.0000	0.0092	0.0051	0.0062	0.0044
mean_mC_byChr	Cluster_917_28305	0.0041	0.0073	0.0000	0.0029	0.0000	0.0042	0.0033	0.0027	0.0021
mean_mC_byChr	Cluster_917_28306	0.0025	0.0021	0.0000	0.0032	0.0029	0.0041	0.0018	0.0027	0.0024
mean_mC_byChr	Cluster_917_28307	0.0050	0.0093	0.0000	0.0047	0.0037	0.0014	0.0048	0.0038	0.0042
mean_mC_byChr	Cluster_917_28308	0.0039	0.0047	0.0031	0.0037	0.0058	0.0018	0.0027	0.0036	0.0040
mean_mC_byChr	Cluster_917_28309	0.0222	0.1313	0.0047	0.0033	0.0047	0.0011	0.0029	0.0035	0.0040
mean_mC_byChr	Cluster_917_2831	0.0020	0.0017	0.0018	0.0022	0.0024	0.0011	0.0026	0.0021	0.0025
mean_mC_byChr	Cluster_917_28310	0.0209	0.2790	0.0000	0.0032	0.0048	0.0000	0.0014	0.0027	0.0034
mean_mC_byChr	Cluster_917_28313	0.0000	NaN	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_28315	0.0277	0.5530	0.0361	0.0023	0.0117	0.0000	0.0044	0.0075	0.0086
mean_mC_byChr	Cluster_917_28316	0.0247	0.2267	0.0031	0.0060	0.0043	0.0008	0.0081	0.0055	0.0062
mean_mC_byChr	Cluster_917_28317	0.0172	0.0862	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_28318	0.0039	0.0046	0.0007	0.0044	0.0020	0.0049	0.0044	0.0035	0.0032
mean_mC_byChr	Cluster_917_28319	0.0106	0.0000	0.0000	0.0116	0.0333	0.0000	0.0091	0.0111	0.0127
mean_mC_byChr	Cluster_917_2832	0.0027	0.0038	0.0029	0.0024	0.0032	0.0024	0.0015	0.0025	0.0025
mean_mC_byChr	Cluster_917_28320	0.0020	0.0019	0.0000	0.0023	0.0005	0.0108	0.0005	0.0020	0.0005
mean_mC_byChr	Cluster_917_28321	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_28322	0.0021	0.0034	0.0017	0.0018	0.0017	0.0023	0.0018	0.0018	0.0018
mean_mC_byChr	Cluster_917_28323	0.0284	0.4149	0.0024	0.0020	0.0021	0.0010	0.0027	0.0021	0.0023
mean_mC_byChr	Cluster_917_28325	0.0045	0.0034	0.0069	0.0043	0.0009	0.0037	0.0089	0.0048	0.0052
mean_mC_byChr	Cluster_917_28326	0.0010	0.0000	0.0000	0.0010	0.0000	0.0000	0.0024	0.0010	0.0012
mean_mC_byChr	Cluster_917_28327	0.0063	0.0110	0.0064	0.0047	0.0052	0.0110	0.0037	0.0051	0.0043
mean_mC_byChr	Cluster_917_28329	0.0038	0.0032	0.0021	0.0047	0.0039	0.0056	0.0036	0.0042	0.0037
mean_mC_byChr	Cluster_917_2833	0.0052	0.0052	0.0000	0.0060	0.0051	0.0070	0.0038	0.0052	0.0043
mean_mC_byChr	Cluster_917_28330	0.0076	0.0202	0.0013	0.0055	0.0048	0.0038	0.0057	0.0049	0.0052
mean_mC_byChr	Cluster_917_28333	0.0059	0.0080	0.0100	0.0040	0.0045	0.0071	0.0050	0.0052	0.0048
mean_mC_byChr	Cluster_917_28335	0.0031	0.0040	0.0009	0.0032	0.0047	0.0015	0.0023	0.0028	0.0034
mean_mC_byChr	Cluster_917_28336	0.0019	0.0019	0.0028	0.0017	0.0024	0.0015	0.0017	0.0020	0.0021
mean_mC_byChr	Cluster_917_28337	0.0126	0.0570	0.0000	0.0028	0.0045	0.0000	0.0000	0.0023	0.0026
mean_mC_byChr	Cluster_917_28338	0.0070	0.0357	0.0022	0.0017	0.0017	0.0009	0.0024	0.0018	0.0020
mean_mC_byChr	Cluster_917_28340	0.0014	0.0048	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_28341	0.0035	0.0031	0.0060	0.0031	0.0036	0.0049	0.0030	0.0036	0.0033
mean_mC_byChr	Cluster_917_28342	0.0000	NaN	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_28343	0.0041	0.0028	0.0049	0.0042	0.0037	0.0000	0.0061	0.0043	0.0047
mean_mC_byChr	Cluster_917_28346	0.0256	0.1884	0.0020	0.0047	0.0033	0.0108	0.0038	0.0044	0.0035
mean_mC_byChr	Cluster_917_28347	0.0027	0.0035	0.0015	0.0026	0.0030	0.0013	0.0020	0.0024	0.0026
mean_mC_byChr	Cluster_917_28348	0.0091	0.0563	0.0015	0.0032	0.0027	0.0024	0.0031	0.0028	0.0029
mean_mC_byChr	Cluster_917_28350	0.0040	0.0026	0.0072	0.0041	0.0055	0.0040	0.0048	0.0048	0.0051
mean_mC_byChr	Cluster_917_28352	0.0030	0.0067	0.0006	0.0020	0.0008	0.0021	0.0023	0.0016	0.0014
mean_mC_byChr	Cluster_917_28354	0.0000	0.0000	NaN	0.0000	0.0000	NaN	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_28355	0.0367	0.0833	NaN	0.0321	NaN	0.0487	0.0154	0.0321	0.0154
mean_mC_byChr	Cluster_917_28356	0.0052	NaN	NaN	0.0052	NaN	0.0312	0.0000	0.0052	0.0000
mean_mC_byChr	Cluster_917_28357	0.0083	0.0833	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_28358	0.0188	0.0345	0.0000	0.0192	0.0185	0.0000	0.0234	0.0171	0.0220
mean_mC_byChr	Cluster_917_28359	0.0053	0.0040	0.0000	0.0064	0.0000	0.0068	0.0078	0.0058	0.0053
mean_mC_byChr	Cluster_917_28360	0.0010	0.0028	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_28363	0.0156	0.1064	0.0018	0.0027	0.0034	0.0009	0.0022	0.0026	0.0029
mean_mC_byChr	Cluster_917_28364	0.0024	0.0025	0.0044	0.0019	0.0026	0.0020	0.0023	0.0023	0.0024
mean_mC_byChr	Cluster_917_28365	0.0087	0.0022	0.0084	0.0112	0.0094	0.0112	0.0100	0.0105	0.0097
mean_mC_byChr	Cluster_917_28366	0.0226	0.2208	0.0044	0.0034	0.0042	0.0026	0.0031	0.0036	0.0037
mean_mC_byChr	Cluster_917_28367	0.0076	0.0000	0.0000	0.0094	0.0000	0.0187	0.0044	0.0090	0.0042
mean_mC_byChr	Cluster_917_28369	0.0189	0.1243	0.0000	0.0035	0.0032	0.0035	0.0024	0.0029	0.0028
mean_mC_byChr	Cluster_917_2837	0.0027	0.0031	0.0028	0.0025	0.0032	0.0014	0.0029	0.0026	0.0030
mean_mC_byChr	Cluster_917_28370	0.0125	0.1456	0.0033	0.0027	0.0040	0.0020	0.0015	0.0028	0.0029
mean_mC_byChr	Cluster_917_28372	0.0031	0.0009	0.0038	0.0042	0.0054	0.0034	0.0037	0.0041	0.0044
mean_mC_byChr	Cluster_917_28373	0.0017	0.0011	0.0000	0.0022	0.0020	0.0013	0.0024	0.0020	0.0022
mean_mC_byChr	Cluster_917_28374	0.0026	0.0040	0.0025	0.0019	0.0029	0.0011	0.0016	0.0020	0.0023
mean_mC_byChr	Cluster_917_28376	0.0032	0.0016	0.0029	0.0044	0.0051	0.0026	0.0040	0.0041	0.0045
mean_mC_byChr	Cluster_917_28377	0.0277	0.3227	0.0007	0.0027	0.0017	0.0016	0.0034	0.0024	0.0026
mean_mC_byChr	Cluster_917_28378	0.0193	0.0218	0.0182	0.0189	0.0000	0.0245	0.0166	0.0189	0.0161
mean_mC_byChr	Cluster_917_28379	0.0056	0.0016	0.0070	0.0071	0.0000	0.0084	0.0098	0.0071	0.0067
mean_mC_byChr	Cluster_917_2838	0.0051	0.0006	0.0075	0.0064	0.0056	0.0071	0.0072	0.0066	0.0065
mean_mC_byChr	Cluster_917_28380	0.0070	0.0048	0.0091	0.0078	0.0064	0.0079	0.0096	0.0081	0.0082
mean_mC_byChr	Cluster_917_28381	0.0022	0.0023	0.0019	0.0023	0.0015	0.0033	0.0024	0.0022	0.0019
mean_mC_byChr	Cluster_917_28382	0.0028	0.0018	0.0007	0.0038	0.0040	0.0028	0.0028	0.0033	0.0034
mean_mC_byChr	Cluster_917_28383	0.0018	0.0030	0.0021	0.0011	0.0010	0.0027	0.0007	0.0014	0.0009
mean_mC_byChr	Cluster_917_28385	0.0167	0.1212	0.0034	0.0033	0.0044	0.0030	0.0022	0.0033	0.0034
mean_mC_byChr	Cluster_917_28386	0.0023	0.0006	0.0039	0.0030	0.0033	0.0022	0.0036	0.0032	0.0035
mean_mC_byChr	Cluster_917_28387	0.0113	0.0498	0.0000	0.0065	0.0049	0.0078	0.0050	0.0057	0.0049
mean_mC_byChr	Cluster_917_28388	0.0211	0.1125	0.0044	0.0038	0.0039	0.0038	0.0040	0.0039	0.0039
mean_mC_byChr	Cluster_917_28389	0.0031	0.0000	0.0000	0.0048	0.0312	0.0000	0.0043	0.0041	0.0065
mean_mC_byChr	Cluster_917_28390	0.0060	0.0000	0.0119	0.0092	0.0202	0.0051	0.0028	0.0093	0.0111
mean_mC_byChr	Cluster_917_28391	0.0028	NaN	0.0000	0.0030	0.0052	0.0000	0.0000	0.0028	0.0039
mean_mC_byChr	Cluster_917_28392	0.0000	NaN	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_917_28394	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
