MethStat	context	C	CG	CHG	CHH	CA	CC	CT	CH	CW
mean_mC 	global	0.0066	0.0163	0.0031	0.0037	0.0040	0.0035	0.0033	0.0036	0.0037
sd_mCbyChr	global	0.0129	nan	nan	nan	nan	nan	nan	nan	nan
count_C 	global	9013452	2083666	1274748	5647831	2756292	1476880	2689407	6929786	5445699
contrib_mC 	global	1.0000	0.5752	0.0678	0.3565	0.1887	0.0867	0.1489	0.4248	0.3376
quant_mC 	[0]	8357666	1905968	1201105	5243796	2550119	1378493	2516289	6451698	5066408
quant_mC 	(0.00,0.20]	605823	130846	73099	401490	204535	97763	172291	474977	376826
quant_mC 	(0.20,0.40]	18650	16257	430	1949	1197	497	685	2393	1882
quant_mC 	(0.40,0.60]	11926	11452	75	395	281	93	96	474	377
quant_mC 	(0.60,0.80]	10482	10298	26	157	127	24	32	184	159
quant_mC 	(0.80,1.00]	8905	8845	13	44	33	10	14	60	47
mean_mC_byChr	Cluster_0_0	0.0039	0.0019	0.0000	0.0056	0.0085	0.0006	0.0047	0.0046	0.0065
mean_mC_byChr	Cluster_1001_0	0.0073	0.0099	0.0018	0.0075	0.0049	0.0066	0.0084	0.0068	0.0068
mean_mC_byChr	Cluster_1002_0	0.0022	0.0021	0.0017	0.0024	0.0022	0.0050	0.0013	0.0023	0.0017
mean_mC_byChr	Cluster_1003_0	0.0038	0.0047	0.0010	0.0040	0.0029	0.0043	0.0035	0.0035	0.0032
mean_mC_byChr	Cluster_1004_0	0.0042	0.0022	0.0000	0.0058	0.0034	0.0064	0.0057	0.0050	0.0047
mean_mC_byChr	Cluster_1005_0	0.0022	0.0024	0.0048	0.0016	0.0017	0.0005	0.0033	0.0021	0.0025
mean_mC_byChr	Cluster_1007_0	0.0020	0.0023	0.0015	0.0020	0.0016	0.0023	0.0020	0.0019	0.0018
mean_mC_byChr	Cluster_1009_0	0.0025	0.0015	0.0005	0.0035	0.0034	0.0023	0.0028	0.0029	0.0031
mean_mC_byChr	Cluster_100_0	0.0051	0.0051	0.0000	0.0064	0.0036	0.0084	0.0043	0.0051	0.0040
mean_mC_byChr	Cluster_1013_0_33_0_962125	0.0012	0.0034	0.0000	0.0009	0.0015	0.0000	0.0000	0.0006	0.0008
mean_mC_byChr	Cluster_1015_0	0.0047	0.0029	0.0027	0.0056	0.0046	0.0018	0.0071	0.0051	0.0060
mean_mC_byChr	Cluster_1017_0	0.0028	0.0015	0.0041	0.0035	0.0007	0.0060	0.0043	0.0036	0.0028
mean_mC_byChr	Cluster_1017_1	0.0061	0.0040	0.0000	0.0072	0.0000	0.0000	0.0122	0.0065	0.0099
mean_mC_byChr	Cluster_1019_1	0.0025	0.0038	0.0037	0.0019	0.0010	0.0060	0.0007	0.0022	0.0008
mean_mC_byChr	Cluster_1019_2	0.0055	0.0000	0.0093	0.0065	0.0145	0.0000	0.0047	0.0070	0.0097
mean_mC_byChr	Cluster_101_0	0.0028	0.0032	0.0026	0.0026	0.0036	0.0034	0.0012	0.0026	0.0024
mean_mC_byChr	Cluster_1020_0	0.0036	0.0029	0.0030	0.0042	0.0049	0.0037	0.0033	0.0039	0.0041
mean_mC_byChr	Cluster_1021_0	0.0015	0.0000	0.0000	0.0023	0.0013	0.0000	0.0034	0.0020	0.0025
mean_mC_byChr	Cluster_1022_0	0.0025	0.0000	0.0033	0.0036	0.0019	0.0030	0.0049	0.0035	0.0037
mean_mC_byChr	Cluster_1024_0	0.0049	0.0070	0.0052	0.0037	0.0091	0.0036	0.0000	0.0040	0.0042
mean_mC_byChr	Cluster_1024_1	0.0050	0.0020	0.0094	0.0060	0.0156	0.0022	0.0042	0.0066	0.0087
mean_mC_byChr	Cluster_1025_0	0.0035	0.0012	0.0020	0.0045	0.0038	0.0046	0.0041	0.0040	0.0039
mean_mC_byChr	Cluster_1026_1	0.0034	0.0027	0.0034	0.0035	0.0056	0.0033	0.0010	0.0035	0.0035
mean_mC_byChr	Cluster_1027_0	0.0024	0.0015	0.0024	0.0028	0.0027	0.0030	0.0025	0.0027	0.0026
mean_mC_byChr	Cluster_1029_0	0.0030	0.0019	0.0077	0.0019	0.0083	0.0000	0.0002	0.0033	0.0041
mean_mC_byChr	Cluster_1034_0	0.0826	0.4545	0.0000	0.0000	0.0000	NaN	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1034_1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1036_0	0.0037	0.0032	0.0009	0.0046	0.0028	0.0046	0.0043	0.0039	0.0037
mean_mC_byChr	Cluster_1039_0	0.0026	0.0000	0.0030	0.0043	0.0064	0.0026	0.0033	0.0039	0.0046
mean_mC_byChr	Cluster_1042_2	0.0016	0.0015	0.0008	0.0019	0.0016	0.0020	0.0016	0.0017	0.0016
mean_mC_byChr	Cluster_1044_0	0.0033	0.0021	0.0047	0.0035	0.0007	0.0036	0.0062	0.0037	0.0037
mean_mC_byChr	Cluster_1045_0	0.0044	0.0017	0.0023	0.0066	0.0036	0.0024	0.0087	0.0052	0.0062
mean_mC_byChr	Cluster_1048_0	0.0011	0.0011	0.0016	0.0008	0.0019	0.0000	0.0009	0.0010	0.0013
mean_mC_byChr	Cluster_1049_0	0.0020	0.0013	0.0026	0.0021	0.0018	0.0020	0.0028	0.0022	0.0022
mean_mC_byChr	Cluster_1050_0	0.0021	0.0029	0.0000	0.0023	0.0023	0.0068	0.0005	0.0019	0.0015
mean_mC_byChr	Cluster_1051_1	0.0053	0.0047	0.0034	0.0062	0.0047	0.0052	0.0065	0.0056	0.0057
mean_mC_byChr	Cluster_1051_2	0.0027	0.0028	0.0020	0.0030	0.0017	0.0035	0.0034	0.0027	0.0025
mean_mC_byChr	Cluster_1052_0	0.0036	0.0026	0.0064	0.0035	0.0085	0.0019	0.0012	0.0040	0.0046
mean_mC_byChr	Cluster_1054_0	0.0029	0.0048	0.0019	0.0025	0.0031	0.0020	0.0020	0.0024	0.0025
mean_mC_byChr	Cluster_1055_0	0.0023	0.0037	0.0015	0.0021	0.0031	0.0013	0.0009	0.0020	0.0022
mean_mC_byChr	Cluster_1057_1	0.0038	0.0043	0.0036	0.0036	0.0054	0.0026	0.0031	0.0036	0.0040
mean_mC_byChr	Cluster_1058_0	0.0023	0.0031	0.0020	0.0020	0.0036	0.0006	0.0009	0.0020	0.0024
mean_mC_byChr	Cluster_1059_0_65_0_954969	0.0049	0.0000	0.0000	0.0075	0.0067	0.0098	0.0000	0.0059	0.0037
mean_mC_byChr	Cluster_1060_0	0.0030	0.0026	0.0036	0.0029	0.0050	0.0051	0.0007	0.0030	0.0024
mean_mC_byChr	Cluster_1063_0	0.0374	0.5092	0.0029	0.0041	0.0038	0.0019	0.0050	0.0040	0.0043
mean_mC_byChr	Cluster_1066_0	0.0014	0.0016	0.0013	0.0014	0.0017	0.0000	0.0018	0.0013	0.0018
mean_mC_byChr	Cluster_1069_0	0.0065	0.0019	0.0043	0.0092	0.0092	0.0115	0.0067	0.0085	0.0076
mean_mC_byChr	Cluster_106_0	0.0024	0.0023	0.0031	0.0023	0.0047	0.0013	0.0018	0.0025	0.0030
mean_mC_byChr	Cluster_1072_0	0.0018	0.0025	0.0029	0.0013	0.0023	0.0017	0.0005	0.0016	0.0016
mean_mC_byChr	Cluster_1073_0	0.0040	0.0024	0.0000	0.0060	0.0075	0.0016	0.0055	0.0048	0.0063
mean_mC_byChr	Cluster_1074_0	0.0026	0.0024	0.0007	0.0032	0.0026	0.0013	0.0033	0.0027	0.0030
mean_mC_byChr	Cluster_1075_1	0.0031	0.0024	0.0000	0.0041	0.0033	0.0052	0.0025	0.0033	0.0029
mean_mC_byChr	Cluster_1077_0	0.0020	0.0014	0.0091	0.0013	0.0031	0.0032	0.0011	0.0023	0.0022
mean_mC_byChr	Cluster_107_0	0.0020	0.0003	0.0019	0.0033	0.0024	0.0027	0.0038	0.0030	0.0031
mean_mC_byChr	Cluster_1083_0	0.0023	0.0043	0.0012	0.0017	0.0027	0.0004	0.0012	0.0016	0.0020
mean_mC_byChr	Cluster_1084_0	0.0023	0.0013	0.0017	0.0027	0.0026	0.0019	0.0027	0.0025	0.0027
mean_mC_byChr	Cluster_1084_1	0.0040	0.0040	0.0100	0.0026	0.0069	0.0027	0.0019	0.0040	0.0045
mean_mC_byChr	Cluster_1085_1	0.0038	0.0057	0.0024	0.0036	0.0043	0.0027	0.0027	0.0034	0.0035
mean_mC_byChr	Cluster_1087_0	0.0029	0.0022	0.0017	0.0034	0.0034	0.0025	0.0030	0.0031	0.0032
mean_mC_byChr	Cluster_108_0	0.0051	0.0039	0.0000	0.0066	0.0113	0.0020	0.0050	0.0055	0.0077
mean_mC_byChr	Cluster_1090_1	0.0024	0.0041	0.0026	0.0018	0.0041	0.0000	0.0004	0.0019	0.0023
mean_mC_byChr	Cluster_1091_0	0.0029	0.0019	0.0000	0.0041	0.0039	0.0055	0.0017	0.0035	0.0025
mean_mC_byChr	Cluster_1093_0	0.0025	0.0018	0.0026	0.0027	0.0044	0.0014	0.0017	0.0027	0.0031
mean_mC_byChr	Cluster_1096_0	0.0000	0.0000	NaN	0.0000	NaN	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1097_0_68_0_972413	0.0007	0.0003	0.0004	0.0011	0.0015	0.0006	0.0004	0.0010	0.0011
mean_mC_byChr	Cluster_1098_0	0.0000	0.0000	0.0000	NaN	0.0000	0.0000	NaN	0.0000	0.0000
mean_mC_byChr	Cluster_1099_0	0.0015	NaN	0.0000	0.0020	0.0034	0.0000	0.0000	0.0015	0.0019
mean_mC_byChr	Cluster_10_0	0.0022	0.0051	0.0013	0.0017	0.0019	0.0009	0.0018	0.0016	0.0018
mean_mC_byChr	Cluster_1100_0	0.0037	0.0042	0.0029	0.0036	0.0043	0.0038	0.0028	0.0035	0.0035
mean_mC_byChr	Cluster_1101_0	0.0018	0.0005	0.0045	0.0016	0.0016	0.0017	0.0030	0.0022	0.0023
mean_mC_byChr	Cluster_1105_1	0.0027	0.0006	0.0043	0.0033	0.0031	0.0021	0.0053	0.0035	0.0041
mean_mC_byChr	Cluster_1105_2	0.0020	0.0033	0.0000	0.0020	0.0010	0.0000	0.0034	0.0017	0.0022
mean_mC_byChr	Cluster_1106_0	0.0030	0.0031	0.0018	0.0033	0.0044	0.0024	0.0023	0.0030	0.0032
mean_mC_byChr	Cluster_1108_0_50_0_969391	0.0351	0.9615	0.0051	0.0058	0.0059	0.0032	0.0064	0.0056	0.0062
mean_mC_byChr	Cluster_1109_1	0.0015	0.0029	0.0000	0.0012	0.0011	0.0019	0.0006	0.0010	0.0009
mean_mC_byChr	Cluster_1109_2	0.0030	0.0041	0.0000	0.0033	0.0019	0.0021	0.0035	0.0025	0.0027
mean_mC_byChr	Cluster_1111_0	0.0054	0.0076	0.0050	0.0045	0.0038	0.0029	0.0064	0.0046	0.0053
mean_mC_byChr	Cluster_1113_1	0.0025	0.0021	0.0014	0.0031	0.0028	0.0028	0.0025	0.0027	0.0026
mean_mC_byChr	Cluster_1115_0	0.0025	0.0033	0.0014	0.0026	0.0024	0.0032	0.0015	0.0023	0.0020
mean_mC_byChr	Cluster_1116_0	0.0062	0.0029	0.0083	0.0068	0.0014	0.0121	0.0075	0.0071	0.0052
mean_mC_byChr	Cluster_1118_0	0.0000	0.0000	NaN	0.0000	0.0000	NaN	NaN	0.0000	0.0000
mean_mC_byChr	Cluster_1119_0	0.0085	0.0075	0.0136	0.0071	0.0165	0.0043	0.0094	0.0090	0.0116
mean_mC_byChr	Cluster_111_0	0.0020	0.0036	0.0018	0.0016	0.0036	0.0000	0.0010	0.0017	0.0021
mean_mC_byChr	Cluster_1120_0	0.0026	0.0018	0.0022	0.0032	0.0018	0.0017	0.0046	0.0029	0.0033
mean_mC_byChr	Cluster_1121_0	0.0032	0.0007	0.0038	0.0047	0.0010	0.0055	0.0058	0.0044	0.0040
mean_mC_byChr	Cluster_1122_0	0.0033	0.0023	0.0041	0.0038	0.0061	0.0015	0.0027	0.0038	0.0044
mean_mC_byChr	Cluster_1123_5	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1123_7	0.0020	0.0000	0.0000	0.0030	0.0052	0.0000	0.0000	0.0025	0.0031
mean_mC_byChr	Cluster_1123_8	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1126_1	0.0053	0.0078	0.0042	0.0041	0.0049	0.0072	0.0018	0.0041	0.0033
mean_mC_byChr	Cluster_1127_0	0.0023	0.0018	0.0025	0.0025	0.0031	0.0013	0.0030	0.0025	0.0031
mean_mC_byChr	Cluster_1128_0	0.0047	0.0000	0.0087	0.0041	0.0055	0.0051	0.0047	0.0051	0.0051
mean_mC_byChr	Cluster_1128_1	0.0021	0.0024	0.0022	0.0020	0.0015	0.0019	0.0026	0.0020	0.0021
mean_mC_byChr	Cluster_1130_0	0.0138	0.0148	0.0126	0.0139	0.0043	0.0207	0.0141	0.0136	0.0109
mean_mC_byChr	Cluster_1132_0	0.0015	0.0009	0.0000	0.0022	0.0028	0.0000	0.0014	0.0017	0.0021
mean_mC_byChr	Cluster_1133_1	0.0035	0.0069	0.0014	0.0023	0.0030	0.0017	0.0012	0.0021	0.0022
mean_mC_byChr	Cluster_1136_1	0.0025	0.0026	0.0016	0.0028	0.0021	0.0045	0.0019	0.0025	0.0020
mean_mC_byChr	Cluster_1136_2	0.0026	0.0048	0.0000	0.0022	0.0022	0.0004	0.0018	0.0017	0.0020
mean_mC_byChr	Cluster_1141_0	0.0024	0.0024	0.0000	0.0029	0.0009	0.0009	0.0040	0.0024	0.0028
mean_mC_byChr	Cluster_1142_0	0.0020	0.0014	0.0000	0.0029	0.0051	0.0000	0.0007	0.0024	0.0029
mean_mC_byChr	Cluster_1143_0	0.0033	0.0018	0.0032	0.0038	0.0020	0.0034	0.0057	0.0037	0.0038
mean_mC_byChr	Cluster_1146_0	0.0035	0.0025	0.0019	0.0043	0.0026	0.0027	0.0058	0.0039	0.0044
mean_mC_byChr	Cluster_1147_0	0.0053	0.0034	0.0121	0.0046	0.0053	0.0136	0.0038	0.0065	0.0045
mean_mC_byChr	Cluster_1148_0	0.0068	0.0012	0.0171	0.0073	0.0110	0.0127	0.0058	0.0092	0.0083
mean_mC_byChr	Cluster_1148_1	0.0014	0.0004	0.0000	0.0021	0.0005	0.0055	0.0010	0.0018	0.0007
mean_mC_byChr	Cluster_1151_0	0.0020	0.0009	0.0026	0.0023	0.0046	0.0000	0.0011	0.0023	0.0027
mean_mC_byChr	Cluster_1152_0	0.0036	0.0034	0.0040	0.0038	0.0074	0.0030	0.0000	0.0037	0.0044
mean_mC_byChr	Cluster_1153_0	0.0013	0.0007	0.0021	0.0014	0.0016	0.0009	0.0018	0.0015	0.0017
mean_mC_byChr	Cluster_1156_0	0.0037	0.0119	0.0000	0.0029	0.0048	0.0000	0.0000	0.0022	0.0025
mean_mC_byChr	Cluster_1157_0	0.0051	0.0058	0.0012	0.0055	0.0033	0.0041	0.0065	0.0048	0.0051
mean_mC_byChr	Cluster_1157_1	0.0036	0.0063	0.0000	0.0026	0.0016	0.0024	0.0023	0.0021	0.0020
mean_mC_byChr	Cluster_1158_0	0.0045	0.0044	0.0046	0.0045	0.0050	0.0043	0.0043	0.0045	0.0046
mean_mC_byChr	Cluster_115_0	0.0023	0.0018	0.0025	0.0023	0.0030	0.0015	0.0024	0.0024	0.0027
mean_mC_byChr	Cluster_1160_0	0.0036	0.0024	0.0024	0.0045	0.0040	0.0043	0.0037	0.0040	0.0039
mean_mC_byChr	Cluster_1161_0	0.0040	0.0028	0.0008	0.0056	0.0047	0.0011	0.0065	0.0046	0.0057
mean_mC_byChr	Cluster_1163_1	0.0020	0.0000	0.0000	0.0030	0.0018	0.0041	0.0027	0.0026	0.0023
mean_mC_byChr	Cluster_1165_0	0.0040	0.0182	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
mean_mC_byChr	Cluster_1166_0	0.0019	0.0007	0.0013	0.0025	0.0040	0.0001	0.0018	0.0022	0.0030
mean_mC_byChr	Cluster_1167_0	0.0025	0.0012	0.0015	0.0032	0.0051	0.0022	0.0015	0.0028	0.0031
mean_mC_byChr	Cluster_1169_0	0.0026	0.0006	0.0053	0.0031	0.0042	0.0000	0.0042	0.0035	0.0042
mean_mC_byChr	Cluster_116_0	0.0021	0.0021	0.0026	0.0020	0.0027	0.0017	0.0016	0.0021	0.0022
mean_mC_byChr	Cluster_1170_1	0.0098	0.0263	0.0061	0.0055	0.0050	0.0070	0.0056	0.0055	0.0053
mean_mC_byChr	Cluster_1171_0	0.0011	0.0000	0.0000	0.0018	0.0027	0.0000	0.0014	0.0015	0.0020
mean_mC_byChr	Cluster_1172_0	0.0019	0.0015	0.0030	0.0018	0.0035	0.0000	0.0016	0.0020	0.0026
mean_mC_byChr	Cluster_1175_0	0.0044	0.0000	0.0070	0.0087	0.0182	0.0070	0.0000	0.0073	0.0087
mean_mC_byChr	Cluster_1178_0	0.0039	0.0050	0.0010	0.0041	0.0056	0.0022	0.0023	0.0035	0.0039
mean_mC_byChr	Cluster_1179_0	0.0042	0.0013	0.0041	0.0052	0.0025	0.0079	0.0055	0.0049	0.0035
mean_mC_byChr	Cluster_117_0	0.0028	0.0016	0.0024	0.0034	0.0053	0.0027	0.0017	0.0032	0.0034
mean_mC_byChr	Cluster_1181_0	0.0045	0.0016	0.0076	0.0057	0.0090	0.0082	0.0013	0.0059	0.0053
mean_mC_byChr	Cluster_1183_1_57_0_954785	0.0361	0.3146	0.0000	0.0036	0.0028	0.0098	0.0025	0.0033	0.0026
mean_mC_byChr	Cluster_1184_0	0.0018	0.0009	0.0000	0.0024	0.0029	0.0007	0.0017	0.0021	0.0024
mean_mC_byChr	Cluster_1186_0	0.0036	0.0045	0.0024	0.0034	0.0035	0.0044	0.0021	0.0032	0.0028
mean_mC_byChr	Cluster_1189_0	0.0037	0.0033	0.0028	0.0039	0.0052	0.0031	0.0026	0.0037	0.0039
mean_mC_byChr	Cluster_118_0	0.0026	0.0022	0.0015	0.0029	0.0024	0.0039	0.0025	0.0027	0.0025
mean_mC_byChr	Cluster_1192_0	0.0055	0.0006	0.0059	0.0071	0.0132	0.0022	0.0040	0.0069	0.0085
mean_mC_byChr	Cluster_1194_0	0.0026	0.0023	0.0018	0.0029	0.0015	0.0031	0.0038	0.0027	0.0026
mean_mC_byChr	Cluster_1197_0	0.0046	0.0033	0.0036	0.0053	0.0073	0.0041	0.0035	0.0049	0.0052
mean_mC_byChr	Cluster_1198_0_61_0_960323	0.0196	0.2353	0.0000	0.0038	0.0028	0.0069	0.0019	0.0030	0.0023
mean_mC_byChr	Cluster_11_0	0.0030	0.0030	0.0015	0.0035	0.0063	0.0000	0.0012	0.0030	0.0041
mean_mC_byChr	Cluster_1200_0	0.0025	0.0049	0.0000	0.0022	0.0049	0.0000	0.0000	0.0015	0.0023
mean_mC_byChr	Cluster_1201_0	0.0019	0.0014	0.0020	0.0020	0.0038	0.0008	0.0018	0.0020	0.0026
mean_mC_byChr	Cluster_1203_0	0.0028	0.0018	0.0040	0.0029	0.0043	0.0032	0.0025	0.0032	0.0033
mean_mC_byChr	Cluster_1204_0	0.0081	0.0060	0.0059	0.0096	0.0065	0.0235	0.0000	0.0088	0.0037
mean_mC_byChr	Cluster_1204_1	0.0016	0.0003	0.0042	0.0012	0.0020	0.0000	0.0038	0.0019	0.0028
mean_mC_byChr	Cluster_1204_2	0.0049	0.0071	0.0060	0.0036	0.0094	0.0000	0.0000	0.0041	0.0046
mean_mC_byChr	Cluster_1207_0	0.0026	0.0015	0.0037	0.0029	0.0045	0.0032	0.0011	0.0030	0.0029
mean_mC_byChr	Cluster_120_0	0.0057	0.0055	0.0056	0.0059	0.0126	0.0040	0.0040	0.0058	0.0065
mean_mC_byChr	Cluster_1211_0	0.0069	0.0052	0.0052	0.0080	0.0058	0.0079	0.0082	0.0077	0.0073
mean_mC_byChr	Cluster_1212_0	0.0049	0.0051	0.0092	0.0043	0.0053	0.0010	0.0064	0.0048	0.0062
mean_mC_byChr	Cluster_1214_0	0.0031	0.0037	0.0004	0.0032	0.0024	0.0048	0.0021	0.0028	0.0023
mean_mC_byChr	Cluster_1215_0	0.0019	0.0018	0.0034	0.0016	0.0017	0.0021	0.0021	0.0019	0.0018
mean_mC_byChr	Cluster_1216_0	0.0027	0.0019	0.0031	0.0029	0.0046	0.0017	0.0015	0.0030	0.0033
mean_mC_byChr	Cluster_1217_0	0.0073	0.0035	0.0105	0.0079	0.0140	0.0048	0.0071	0.0082	0.0099
mean_mC_byChr	Cluster_1218_0	0.0028	0.0015	0.0074	0.0027	0.0030	0.0023	0.0050	0.0036	0.0040
mean_mC_byChr	Cluster_1223_0	0.0029	0.0011	0.0000	0.0045	0.0039	0.0063	0.0015	0.0035	0.0027
mean_mC_byChr	Cluster_1226_0	0.0037	0.0112	0.0028	0.0024	0.0034	0.0006	0.0024	0.0025	0.0030
mean_mC_byChr	Cluster_1226_1	0.0017	0.0012	0.0014	0.0018	0.0029	0.0016	0.0007	0.0017	0.0018
mean_mC_byChr	Cluster_1227_0	0.0032	0.0031	0.0000	0.0040	0.0052	0.0057	0.0002	0.0033	0.0021
mean_mC_byChr	Cluster_1228_0	0.0041	0.0019	0.0019	0.0052	0.0038	0.0057	0.0056	0.0047	0.0045
mean_mC_byChr	Cluster_1229_0	0.0152	0.1437	0.0012	0.0078	0.0070	0.0050	0.0083	0.0071	0.0076
mean_mC_byChr	Cluster_122_0	0.0018	0.0000	0.0000	0.0030	0.0007	0.0033	0.0034	0.0026	0.0023
mean_mC_byChr	Cluster_1230_0	0.0024	0.0004	0.0062	0.0037	0.0072	0.0035	0.0030	0.0042	0.0046
mean_mC_byChr	Cluster_1231_0	0.0041	0.0020	0.0041	0.0046	0.0051	0.0043	0.0041	0.0045	0.0046
mean_mC_byChr	Cluster_1232_0	0.0036	0.0031	0.0023	0.0041	0.0033	0.0058	0.0027	0.0037	0.0030
mean_mC_byChr	Cluster_1234_1	0.0038	0.0027	0.0033	0.0042	0.0067	0.0024	0.0033	0.0041	0.0046
mean_mC_byChr	Cluster_1235_0	0.0022	0.0059	0.0008	0.0015	0.0016	0.0010	0.0015	0.0014	0.0016
mean_mC_byChr	Cluster_1236_0	0.0027	0.0024	0.0024	0.0030	0.0017	0.0018	0.0049	0.0029	0.0032
mean_mC_byChr	Cluster_1237_0	0.0028	0.0030	0.0032	0.0027	0.0042	0.0032	0.0011	0.0027	0.0026
mean_mC_byChr	Cluster_1238_0	0.0046	0.0022	0.0091	0.0054	0.0066	0.0063	0.0063	0.0064	0.0064
mean_mC_byChr	Cluster_1243_0	0.0032	0.0013	0.0045	0.0041	0.0033	0.0049	0.0040	0.0042	0.0037
mean_mC_byChr	Cluster_1244_0	0.0029	0.0027	0.0024	0.0032	0.0021	0.0054	0.0025	0.0031	0.0023
mean_mC_byChr	Cluster_1245_0	0.0057	0.0065	0.0123	0.0043	0.0120	0.0012	0.0055	0.0054	0.0076
mean_mC_byChr	Cluster_1246_0	0.0023	0.0005	0.0015	0.0035	0.0069	0.0013	0.0007	0.0031	0.0036
mean_mC_byChr	Cluster_1246_1	0.0030	0.0026	0.0017	0.0034	0.0040	0.0045	0.0013	0.0031	0.0028
mean_mC_byChr	Cluster_1248_0	0.0059	0.0000	0.0095	0.0079	0.0052	0.0063	0.0117	0.0084	0.0095
mean_mC_byChr	Cluster_1249_0	0.0016	0.0000	0.0015	0.0022	0.0026	0.0013	0.0020	0.0021	0.0023
mean_mC_byChr	Cluster_124_0	0.0021	0.0013	0.0008	0.0028	0.0030	0.0016	0.0021	0.0024	0.0026
mean_mC_byChr	Cluster_1252_1	0.0021	0.0024	0.0000	0.0025	0.0030	0.0005	0.0015	0.0020	0.0024
mean_mC_byChr	Cluster_1255_0	0.0030	0.0021	0.0026	0.0032	0.0035	0.0038	0.0026	0.0031	0.0029
mean_mC_byChr	Cluster_1257_0	0.0017	0.0020	0.0049	0.0011	0.0027	0.0014	0.0007	0.0016	0.0017
mean_mC_byChr	Cluster_1258_0	0.0038	0.0051	0.0032	0.0033	0.0043	0.0056	0.0013	0.0033	0.0026
mean_mC_byChr	Cluster_1260_0	0.0061	0.0072	0.0063	0.0048	0.0000	0.0078	0.0059	0.0052	0.0031
mean_mC_byChr	Cluster_1263_0	0.0027	0.0018	0.0039	0.0032	0.0034	0.0057	0.0013	0.0033	0.0024
mean_mC_byChr	Cluster_1266_1	0.0045	0.0056	0.0024	0.0045	0.0025	0.0065	0.0036	0.0040	0.0031
mean_mC_byChr	Cluster_1267_0	0.0073	0.0101	0.0000	0.0071	0.0056	0.0063	0.0066	0.0062	0.0061
mean_mC_byChr	Cluster_1268_0	0.0035	0.0007	0.0017	0.0058	0.0073	0.0047	0.0026	0.0050	0.0051
mean_mC_byChr	Cluster_1271_0	0.0034	0.0026	0.0047	0.0038	0.0044	0.0028	0.0045	0.0040	0.0044
mean_mC_byChr	Cluster_1272_0	0.0039	0.0025	0.0028	0.0058	0.0055	0.0047	0.0050	0.0051	0.0052
mean_mC_byChr	Cluster_1274_0	0.0042	0.0033	0.0081	0.0040	0.0025	0.0066	0.0056	0.0048	0.0042
mean_mC_byChr	Cluster_1274_1	0.0038	0.0030	0.0011	0.0052	0.0029	0.0048	0.0052	0.0043	0.0042
mean_mC_byChr	Cluster_1276_0	0.0020	0.0013	0.0021	0.0024	0.0023	0.0035	0.0017	0.0023	0.0020
mean_mC_byChr	Cluster_1277_1	0.0035	0.0034	0.0071	0.0027	0.0041	0.0043	0.0028	0.0035	0.0033
mean_mC_byChr	Cluster_1279_0	0.0006	0.0000	0.0000	0.0013	0.0000	0.0038	0.0000	0.0009	0.0000
mean_mC_byChr	Cluster_1279_1	0.0029	0.0018	0.0022	0.0035	0.0029	0.0039	0.0033	0.0032	0.0031
mean_mC_byChr	Cluster_1281_0	0.0034	0.0024	0.0029	0.0039	0.0046	0.0028	0.0034	0.0037	0.0040
mean_mC_byChr	Cluster_1282_0	0.0019	0.0022	0.0011	0.0020	0.0036	0.0006	0.0008	0.0018	0.0022
mean_mC_byChr	Cluster_1282_1	0.0039	0.0026	0.0000	0.0054	0.0126	0.0000	0.0000	0.0044	0.0061
mean_mC_byChr	Cluster_1283_0	0.0041	0.0015	0.0044	0.0058	0.0075	0.0069	0.0022	0.0055	0.0052
mean_mC_byChr	Cluster_1286_0	0.0019	0.0000	0.0000	0.0026	0.0043	0.0000	0.0012	0.0023	0.0030
mean_mC_byChr	Cluster_1288_0	0.0380	0.3095	0.0000	0.0016	0.0020	0.0023	0.0000	0.0013	0.0012
mean_mC_byChr	Cluster_1292_0	0.0049	0.0061	0.0052	0.0041	0.0017	0.0048	0.0054	0.0044	0.0042
mean_mC_byChr	Cluster_1293_0	0.0025	0.0000	0.0005	0.0031	0.0033	0.0056	0.0007	0.0027	0.0021
mean_mC_byChr	Cluster_1294_0	0.0037	0.0019	0.0023	0.0048	0.0039	0.0050	0.0043	0.0043	0.0041
mean_mC_byChr	Cluster_1296_0	0.0306	NaN	NaN	0.0306	0.0556	0.0000	0.0322	0.0306	0.0374
mean_mC_byChr	Cluster_1300_0	0.0023	0.0000	0.0020	0.0035	0.0022	0.0061	0.0021	0.0031	0.0021
mean_mC_byChr	Cluster_1301_0	0.0026	0.0022	0.0021	0.0030	0.0027	0.0024	0.0030	0.0028	0.0029
mean_mC_byChr	Cluster_1302_0	0.0208	0.3643	0.0069	0.0017	0.0051	0.0000	0.0009	0.0027	0.0032
